Mode: chained; duration: 120.0s; speed: 150
Phase 1: forward 17 cm for 2.10s, then right 90 degrees for 2.68s
Circle mode: after 25.6s on P1110/P1111, or both within 1.0s, turn right about 42.5 degrees; auto-trace inside; sustained P1001 (0.1s) enters exit mode: drive 5 cm and turn right 50 degrees
Operator beside car, chassis secured, power ready to cut? (yes/no) Phase 1 starting: forward 17 cm
Phase 1 complete: turning right 90 degrees
Phase 2 starting: auto-tracing
   5.4s P0010 -> L150 R150: centred or right drift; forward-only policy
 105.9s P0110 -> L150 R150: centred or unresolved; original-table forward
 105.9s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.0s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.1s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.2s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.3s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.4s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.5s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.6s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.6s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.6s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.6s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.6s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.6s P0110 -> L150 R150: centred or unresolved; original-table forward
 106.6s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.6s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.6s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.6s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.7s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.7s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.7s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.7s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.7s P0100 -> L110 R150: drifting left, slight; original-table correction
 106.7s P0000 -> L60 R150: blind band; original-table correction
 106.7s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.7s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.7s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.7s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.8s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 106.9s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 106.9s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 106.9s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 106.9s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.0s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.1s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.1s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.1s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.1s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 107.1s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 107.1s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 107.1s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 107.1s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 107.1s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 107.1s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 107.2s P1100 -> L60 R150: left pair, needs >2.8cm of black; original-table junction correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.2s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
 107.3s P1000 -> L-150 R150: far left, outer sensor only; hard left; original-table correction
